"concept"	"list"	"set.number"	"response.number"	"right.answer"	"x"	"n"	"p"	"lower"	"upper"	"p.value"
"hg71"	"L2"	12	4	TRUE	20	20	1	NA	NA	NA
"hg71"	"L2"	13	1	TRUE	20	21	0.952380952380952	NA	NA	NA
"hg71"	"L2"	13	2	TRUE	21	21	1	NA	NA	NA
"hg71"	"L2"	14	1	TRUE	20	21	0.952380952380952	NA	NA	NA
"hg71"	"L2"	15	1	TRUE	20	21	0.952380952380952	NA	NA	NA
"hg71"	"L2"	15	2	TRUE	21	21	1	NA	NA	NA
"hg71"	"L2"	15	3	TRUE	21	21	1	NA	NA	NA
"hg71"	"L2"	16	1	TRUE	21	21	1	NA	NA	NA
"hg71"	"L2"	17	1	FALSE	15	21	0.714285714285714	NA	NA	NA
"hg71"	"L2"	17	2	FALSE	15	20	0.75	NA	NA	NA
"hg71"	"L2"	18	1	TRUE	15	21	0.714285714285714	NA	NA	NA
"hg71"	"L2"	19	1	TRUE	19	21	0.904761904761905	NA	NA	NA
"hg71"	"L2"	19	2	TRUE	20	21	0.952380952380952	NA	NA	NA
"hg71"	"L2"	19	3	TRUE	20	21	0.952380952380952	NA	NA	NA
"hg71"	"L2"	19	4	TRUE	20	21	0.952380952380952	NA	NA	NA
"hg71"	"L2"	20	1	TRUE	21	21	1	NA	NA	NA
"hg71"	"L2"	20	2	FALSE	13	21	0.619047619047619	NA	NA	NA
"hg71"	"L2"	20	3	TRUE	20	21	0.952380952380952	NA	NA	NA
"hg71"	"L2"	20	4	FALSE	12	21	0.571428571428571	NA	NA	NA
"hg71"	"L2"	21	1	FALSE	9	21	0.428571428571429	NA	NA	NA
"hg71"	"L2"	21	2	TRUE	18	21	0.857142857142857	NA	NA	NA
"hg71"	"L2"	21	3	FALSE	9	21	0.428571428571429	NA	NA	NA
"hg71"	"L2"	21	4	TRUE	20	21	0.952380952380952	NA	NA	NA
"hg71"	"L2"	21	5	TRUE	21	21	1	NA	NA	NA
"hg71"	"L2"	22	1	TRUE	18	21	0.857142857142857	NA	NA	NA
"hg71"	"L2"	22	2	TRUE	20	21	0.952380952380952	NA	NA	NA
"hg71"	"L2"	22	3	TRUE	21	21	1	NA	NA	NA
"hg71"	"L2"	22	4	FALSE	7	21	0.333333333333333	NA	NA	NA
"hg71"	"L2"	22	5	FALSE	6	21	0.285714285714286	NA	NA	NA
"hg71"	"L2"	23	1	TRUE	19	21	0.904761904761905	NA	NA	NA
"hg71"	"L2"	23	2	TRUE	18	21	0.857142857142857	NA	NA	NA
"hg71"	"L2"	23	3	TRUE	18	21	0.857142857142857	NA	NA	NA
"hg71"	"L2"	24	1	FALSE	5	21	0.238095238095238	NA	NA	NA
"hg71"	"L2"	24	2	TRUE	19	21	0.904761904761905	NA	NA	NA
"hg71"	"L2"	24	3	TRUE	21	21	1	NA	NA	NA
"hg71"	"L2"	24	4	TRUE	20	21	0.952380952380952	NA	NA	NA
"hg71"	"L2"	24	5	FALSE	3	21	0.142857142857143	NA	NA	NA
"hg71"	"L2"	25	1	TRUE	19	21	0.904761904761905	NA	NA	NA
"hg71"	"L2"	25	2	TRUE	20	21	0.952380952380952	NA	NA	NA
"hg71"	"L2"	25	3	TRUE	18	21	0.857142857142857	NA	NA	NA
"hg71"	"L2"	25	4	TRUE	20	21	0.952380952380952	NA	NA	NA
"hg72"	"L2"	1	1	FALSE	16	25	0.64	NA	NA	NA
"hg72"	"L2"	2	1	FALSE	6	25	0.24	NA	NA	NA
"hg72"	"L2"	2	2	FALSE	9	25	0.36	NA	NA	NA
"hg72"	"L2"	3	1	FALSE	6	25	0.24	NA	NA	NA
"hg72"	"L2"	3	2	FALSE	3	25	0.12	NA	NA	NA
"hg72"	"L2"	4	1	TRUE	11	25	0.44	NA	NA	NA
"hg72"	"L2"	4	2	FALSE	9	25	0.36	NA	NA	NA
"hg72"	"L2"	4	3	FALSE	4	25	0.16	NA	NA	NA
"hg72"	"L2"	5	1	TRUE	1	25	0.04	NA	NA	NA
"hg72"	"L2"	5	2	FALSE	2	25	0.08	NA	NA	NA
"hg72"	"L2"	5	3	FALSE	2	25	0.08	NA	NA	NA
"hg72"	"L2"	5	4	FALSE	2	25	0.08	NA	NA	NA
"hg72"	"L2"	5	5	FALSE	19	25	0.76	NA	NA	NA
"hg72"	"L2"	6	1	FALSE	12	25	0.48	NA	NA	NA
"hg72"	"L2"	6	2	TRUE	1	25	0.04	NA	NA	NA
"hg72"	"L2"	6	3	FALSE	0	25	0	NA	NA	NA
"hg72"	"L2"	6	4	TRUE	13	25	0.52	NA	NA	NA
"hg72"	"L2"	7	1	FALSE	2	25	0.08	NA	NA	NA
"hg72"	"L2"	8	1	FALSE	5	24	0.208333333333333	NA	NA	NA
"hg72"	"L2"	8	2	FALSE	12	24	0.5	NA	NA	NA
"hg72"	"L2"	8	3	FALSE	9	24	0.375	NA	NA	NA
"hg72"	"L2"	8	4	TRUE	14	24	0.583333333333333	NA	NA	NA
"hg72"	"L2"	9	1	FALSE	11	24	0.458333333333333	NA	NA	NA
"hg72"	"L2"	9	2	FALSE	1	24	0.0416666666666667	NA	NA	NA
"hg72"	"L2"	10	1	FALSE	14	24	0.583333333333333	NA	NA	NA
"hg72"	"L2"	10	2	FALSE	6	24	0.25	NA	NA	NA
"hg72"	"L2"	11	1	FALSE	12	22	0.545454545454545	NA	NA	NA
"hg72"	"L2"	11	2	FALSE	3	22	0.136363636363636	NA	NA	NA
"hg72"	"L2"	11	3	FALSE	1	22	0.0454545454545455	NA	NA	NA
"hg72"	"L2"	12	1	FALSE	0	22	0	NA	NA	NA
"hg72"	"L2"	12	2	FALSE	1	22	0.0454545454545455	NA	NA	NA
"hg72"	"L2"	12	3	FALSE	4	22	0.181818181818182	NA	NA	NA
"hg72"	"L2"	13	1	FALSE	0	22	0	NA	NA	NA
"hg72"	"L2"	13	2	FALSE	2	22	0.090909090909091	NA	NA	NA
"hg72"	"L2"	13	3	FALSE	7	22	0.318181818181818	NA	NA	NA
"hg72"	"L2"	13	4	FALSE	12	22	0.545454545454545	NA	NA	NA
"hg72"	"L2"	13	5	FALSE	12	22	0.545454545454545	NA	NA	NA
"hg72"	"L2"	14	1	FALSE	3	22	0.136363636363636	NA	NA	NA
"hg72"	"L2"	14	2	TRUE	1	22	0.0454545454545455	NA	NA	NA
"hg72"	"L2"	14	3	TRUE	0	22	0	NA	NA	NA
"hg72"	"L2"	15	1	FALSE	5	22	0.227272727272727	NA	NA	NA
"hg72"	"L2"	15	2	FALSE	5	22	0.227272727272727	NA	NA	NA
"hg72"	"L2"	15	3	TRUE	13	22	0.590909090909091	NA	NA	NA
"hg72"	"L2"	15	4	TRUE	16	22	0.727272727272727	NA	NA	NA
"hg72"	"L2"	15	5	TRUE	10	22	0.454545454545455	NA	NA	NA
"hg72"	"L2"	16	1	FALSE	3	22	0.136363636363636	NA	NA	NA
"hg72"	"L2"	16	2	FALSE	2	22	0.090909090909091	NA	NA	NA
"hg72"	"L2"	16	3	TRUE	14	22	0.636363636363636	NA	NA	NA
"hg72"	"L2"	16	4	FALSE	9	22	0.409090909090909	NA	NA	NA
"hg72"	"L2"	17	1	FALSE	6	22	0.272727272727273	NA	NA	NA
"hg72"	"L2"	17	2	TRUE	14	22	0.636363636363636	NA	NA	NA
"hg72"	"L2"	17	3	FALSE	2	22	0.090909090909091	NA	NA	NA
"hg72"	"L2"	17	4	TRUE	12	22	0.545454545454545	NA	NA	NA
"hg72"	"L2"	17	5	FALSE	3	22	0.136363636363636	NA	NA	NA
"hg72"	"L2"	18	1	FALSE	5	22	0.227272727272727	NA	NA	NA
"hg72"	"L2"	18	2	FALSE	3	22	0.136363636363636	NA	NA	NA
"hg72"	"L2"	18	3	FALSE	7	22	0.318181818181818	NA	NA	NA
"hg72"	"L2"	18	4	TRUE	15	22	0.681818181818182	NA	NA	NA
"hg72"	"L2"	18	5	TRUE	15	22	0.681818181818182	NA	NA	NA
"hg72"	"L2"	19	1	FALSE	2	22	0.090909090909091	NA	NA	NA
"hg72"	"L2"	20	1	FALSE	0	22	0	NA	NA	NA
"hg72"	"L2"	20	2	FALSE	7	22	0.318181818181818	NA	NA	NA
"hg72"	"L2"	21	1	FALSE	2	22	0.090909090909091	NA	NA	NA
"hg72"	"L2"	22	1	FALSE	12	22	0.545454545454545	NA	NA	NA
"hg72"	"L2"	22	2	FALSE	2	22	0.090909090909091	NA	NA	NA
"hg72"	"L2"	22	3	FALSE	1	22	0.0454545454545455	NA	NA	NA
"hg72"	"L2"	22	4	FALSE	7	22	0.318181818181818	NA	NA	NA
"hg72"	"L2"	23	1	FALSE	1	22	0.0454545454545455	NA	NA	NA
"hg72"	"L2"	23	2	FALSE	12	22	0.545454545454545	NA	NA	NA
"hg72"	"L2"	23	3	FALSE	0	22	0	NA	NA	NA
"hg72"	"L2"	23	4	FALSE	5	22	0.227272727272727	NA	NA	NA
"hg72"	"L2"	24	1	FALSE	4	22	0.181818181818182	NA	NA	NA
"hg72"	"L2"	25	1	FALSE	12	22	0.545454545454545	NA	NA	NA
"hg72"	"L2"	25	2	FALSE	2	22	0.090909090909091	NA	NA	NA
"hg72"	"L2"	25	3	FALSE	2	22	0.090909090909091	NA	NA	NA
"hg72"	"L2"	25	4	FALSE	5	22	0.227272727272727	NA	NA	NA
"hg73"	"L2"	1	1	FALSE	4	21	0.190476190476190	NA	NA	NA
"hg73"	"L2"	1	2	FALSE	5	21	0.238095238095238	NA	NA	NA
"hg73"	"L2"	1	3	TRUE	15	21	0.714285714285714	NA	NA	NA
"hg73"	"L2"	1	4	FALSE	6	21	0.285714285714286	NA	NA	NA
"hg73"	"L2"	1	5	FALSE	11	21	0.523809523809524	NA	NA	NA
"hg73"	"L2"	2	1	FALSE	11	21	0.523809523809524	NA	NA	NA
"hg73"	"L2"	2	2	FALSE	1	21	0.0476190476190476	NA	NA	NA
"hg73"	"L2"	3	1	FALSE	6	21	0.285714285714286	NA	NA	NA
"hg73"	"L2"	3	2	FALSE	3	21	0.142857142857143	NA	NA	NA
"hg73"	"L2"	3	3	TRUE	1	21	0.0476190476190476	NA	NA	NA
"hg73"	"L2"	3	4	FALSE	6	21	0.285714285714286	NA	NA	NA
"hg73"	"L2"	3	5	TRUE	3	21	0.142857142857143	NA	NA	NA
"hg73"	"L2"	4	1	FALSE	8	21	0.380952380952381	NA	NA	NA
"hg73"	"L2"	4	2	FALSE	7	21	0.333333333333333	NA	NA	NA
"hg73"	"L2"	5	1	FALSE	9	21	0.428571428571429	NA	NA	NA
"hg73"	"L2"	6	1	FALSE	1	21	0.0476190476190476	NA	NA	NA
"hg73"	"L2"	7	1	TRUE	6	20	0.3	NA	NA	NA
"hg73"	"L2"	7	2	FALSE	3	20	0.15	NA	NA	NA
"hg73"	"L2"	7	3	FALSE	1	21	0.0476190476190476	NA	NA	NA
"hg73"	"L2"	7	4	TRUE	18	20	0.9	NA	NA	NA
"hg73"	"L2"	8	1	FALSE	8	21	0.380952380952381	NA	NA	NA
"hg73"	"L2"	8	2	FALSE	6	21	0.285714285714286	NA	NA	NA
"hg73"	"L2"	9	1	TRUE	7	21	0.333333333333333	NA	NA	NA
"hg73"	"L2"	9	2	FALSE	4	21	0.190476190476190	NA	NA	NA
"hg73"	"L2"	9	3	TRUE	13	20	0.65	NA	NA	NA
"hg73"	"L2"	9	4	TRUE	5	20	0.25	NA	NA	NA
"hg73"	"L2"	10	1	FALSE	3	21	0.142857142857143	NA	NA	NA
"hg73"	"L2"	10	2	TRUE	13	21	0.619047619047619	NA	NA	NA
"hg73"	"L2"	10	3	FALSE	16	21	0.761904761904762	NA	NA	NA
"hg73"	"L2"	11	1	TRUE	14	20	0.7	NA	NA	NA
"hg73"	"L2"	11	2	FALSE	5	21	0.238095238095238	NA	NA	NA
"hg73"	"L2"	11	3	TRUE	8	20	0.4	NA	NA	NA
"hg73"	"L2"	11	4	FALSE	12	21	0.571428571428571	NA	NA	NA
"hg73"	"L2"	11	5	FALSE	3	19	0.157894736842105	NA	NA	NA
"hg73"	"L2"	12	1	FALSE	8	21	0.380952380952381	NA	NA	NA
"hg73"	"L2"	12	2	FALSE	9	21	0.428571428571429	NA	NA	NA
"hg73"	"L2"	13	1	FALSE	7	21	0.333333333333333	NA	NA	NA
"hg73"	"L2"	13	2	TRUE	14	19	0.736842105263158	NA	NA	NA
"hg73"	"L2"	13	3	FALSE	7	21	0.333333333333333	NA	NA	NA
"hg73"	"L2"	14	1	FALSE	7	21	0.333333333333333	NA	NA	NA
"hg73"	"L2"	14	2	TRUE	7	21	0.333333333333333	NA	NA	NA
"hg73"	"L2"	14	3	TRUE	10	21	0.476190476190476	NA	NA	NA
"hg73"	"L2"	14	4	TRUE	12	21	0.571428571428571	NA	NA	NA
"hg73"	"L2"	15	1	FALSE	12	21	0.571428571428571	NA	NA	NA
"hg73"	"L2"	15	2	FALSE	9	21	0.428571428571429	NA	NA	NA
"hg73"	"L2"	16	1	FALSE	3	20	0.15	NA	NA	NA
"hg73"	"L2"	16	2	FALSE	6	20	0.3	NA	NA	NA
"hg73"	"L2"	16	3	TRUE	12	21	0.571428571428571	NA	NA	NA
"hg73"	"L2"	16	4	TRUE	14	21	0.666666666666667	NA	NA	NA
"hg73"	"L2"	17	1	FALSE	5	21	0.238095238095238	NA	NA	NA
"hg73"	"L2"	17	2	FALSE	3	21	0.142857142857143	NA	NA	NA
"hg73"	"L2"	18	1	FALSE	2	21	0.0952380952380952	NA	NA	NA
"hg73"	"L2"	19	1	TRUE	16	20	0.8	NA	NA	NA
"hg73"	"L2"	19	2	TRUE	14	21	0.666666666666667	NA	NA	NA
"hg73"	"L2"	19	3	TRUE	13	20	0.65	NA	NA	NA
"hg73"	"L2"	19	4	TRUE	19	20	0.95	NA	NA	NA
"hg73"	"L2"	19	5	FALSE	14	20	0.7	NA	NA	NA
"hg73"	"L2"	20	1	FALSE	4	21	0.190476190476190	NA	NA	NA
"hg73"	"L2"	20	2	TRUE	17	21	0.80952380952381	NA	NA	NA
"hg73"	"L2"	20	3	FALSE	5	21	0.238095238095238	NA	NA	NA
"hg73"	"L2"	20	4	TRUE	16	21	0.761904761904762	NA	NA	NA
"hg73"	"L2"	21	1	TRUE	15	21	0.714285714285714	NA	NA	NA
"hg73"	"L2"	21	2	TRUE	16	21	0.761904761904762	NA	NA	NA
"hg73"	"L2"	22	1	FALSE	14	21	0.666666666666667	NA	NA	NA
"hg73"	"L2"	22	2	FALSE	11	21	0.523809523809524	NA	NA	NA
"hg73"	"L2"	23	1	FALSE	5	20	0.25	NA	NA	NA
"hg73"	"L2"	23	2	TRUE	14	21	0.666666666666667	NA	NA	NA
"hg73"	"L2"	23	3	FALSE	7	21	0.333333333333333	NA	NA	NA
"hg73"	"L2"	23	4	FALSE	6	20	0.3	NA	NA	NA
"hg73"	"L2"	24	1	FALSE	4	21	0.190476190476190	NA	NA	NA
"hg73"	"L2"	25	1	FALSE	6	20	0.3	NA	NA	NA
"hg73"	"L2"	25	2	FALSE	3	21	0.142857142857143	NA	NA	NA
"hg74"	"L2"	1	1	FALSE	9	23	0.391304347826087	NA	NA	NA
"hg74"	"L2"	1	2	FALSE	9	23	0.391304347826087	NA	NA	NA
"hg74"	"L2"	1	3	FALSE	11	23	0.478260869565217	NA	NA	NA
"hg74"	"L2"	2	1	FALSE	7	23	0.304347826086957	NA	NA	NA
"hg74"	"L2"	2	2	TRUE	10	23	0.434782608695652	NA	NA	NA
"hg74"	"L2"	2	3	TRUE	11	23	0.478260869565217	NA	NA	NA
"hg74"	"L2"	2	4	TRUE	8	23	0.347826086956522	NA	NA	NA
"hg74"	"L2"	2	5	TRUE	5	23	0.217391304347826	NA	NA	NA
"hg74"	"L2"	3	1	FALSE	10	23	0.434782608695652	NA	NA	NA
"hg74"	"L2"	3	2	TRUE	11	23	0.478260869565217	NA	NA	NA
"hg74"	"L2"	3	3	FALSE	15	23	0.652173913043478	NA	NA	NA
"hg74"	"L2"	3	4	TRUE	11	23	0.478260869565217	NA	NA	NA
"hg74"	"L2"	3	5	TRUE	11	23	0.478260869565217	NA	NA	NA
"hg74"	"L2"	4	1	FALSE	7	23	0.304347826086957	NA	NA	NA
"hg74"	"L2"	4	2	FALSE	13	23	0.565217391304348	NA	NA	NA
"hg74"	"L2"	4	3	FALSE	19	23	0.826086956521739	NA	NA	NA
"hg74"	"L2"	4	4	FALSE	19	23	0.826086956521739	NA	NA	NA
"hg74"	"L2"	5	1	FALSE	10	23	0.434782608695652	NA	NA	NA
"hg74"	"L2"	5	2	TRUE	12	23	0.521739130434783	NA	NA	NA
"hg74"	"L2"	5	3	FALSE	9	23	0.391304347826087	NA	NA	NA
"hg74"	"L2"	5	4	TRUE	16	23	0.695652173913043	NA	NA	NA
"hg74"	"L2"	6	1	FALSE	2	23	0.0869565217391304	NA	NA	NA
"hg74"	"L2"	6	2	FALSE	10	23	0.434782608695652	NA	NA	NA
"hg74"	"L2"	6	3	TRUE	15	23	0.652173913043478	NA	NA	NA
"hg74"	"L2"	6	4	FALSE	7	23	0.304347826086957	NA	NA	NA
"hg74"	"L2"	7	1	FALSE	11	23	0.478260869565217	NA	NA	NA
"hg74"	"L2"	8	1	TRUE	12	23	0.521739130434783	NA	NA	NA
"hg74"	"L2"	8	2	FALSE	13	23	0.565217391304348	NA	NA	NA
"hg74"	"L2"	8	3	TRUE	15	23	0.652173913043478	NA	NA	NA
"hg74"	"L2"	8	4	FALSE	12	23	0.521739130434783	NA	NA	NA
"hg74"	"L2"	9	1	FALSE	13	23	0.565217391304348	NA	NA	NA
"hg74"	"L2"	9	2	FALSE	5	23	0.217391304347826	NA	NA	NA
"hg74"	"L2"	9	3	TRUE	13	23	0.565217391304348	NA	NA	NA
"hg74"	"L2"	10	1	TRUE	13	23	0.565217391304348	NA	NA	NA
"hg74"	"L2"	10	2	FALSE	5	22	0.227272727272727	NA	NA	NA
"hg74"	"L2"	10	3	FALSE	11	23	0.478260869565217	NA	NA	NA
"hg74"	"L2"	10	4	FALSE	6	22	0.272727272727273	NA	NA	NA
"hg74"	"L2"	10	5	FALSE	16	23	0.695652173913043	NA	NA	NA
"hg74"	"L2"	11	1	TRUE	13	22	0.590909090909091	NA	NA	NA
"hg74"	"L2"	11	2	TRUE	10	22	0.454545454545455	NA	NA	NA
"hg74"	"L2"	11	3	TRUE	10	22	0.454545454545455	NA	NA	NA
"hg74"	"L2"	11	4	FALSE	5	22	0.227272727272727	NA	NA	NA
"hg74"	"L2"	11	5	TRUE	11	22	0.5	NA	NA	NA
"hg74"	"L2"	12	1	FALSE	11	22	0.5	NA	NA	NA
"hg74"	"L2"	12	2	FALSE	3	22	0.136363636363636	NA	NA	NA
"hg74"	"L2"	12	3	FALSE	9	22	0.409090909090909	NA	NA	NA
"hg74"	"L2"	13	1	TRUE	14	21	0.666666666666667	NA	NA	NA
"hg74"	"L2"	13	2	TRUE	14	22	0.636363636363636	NA	NA	NA
"hg74"	"L2"	13	3	TRUE	13	21	0.619047619047619	NA	NA	NA
"hg74"	"L2"	13	4	TRUE	14	22	0.636363636363636	NA	NA	NA
"hg74"	"L2"	13	5	FALSE	9	22	0.409090909090909	NA	NA	NA
"hg74"	"L2"	14	1	FALSE	7	22	0.318181818181818	NA	NA	NA
"hg74"	"L2"	15	1	TRUE	13	21	0.619047619047619	NA	NA	NA
"hg74"	"L2"	15	2	FALSE	7	22	0.318181818181818	NA	NA	NA
"hg74"	"L2"	15	3	TRUE	10	21	0.476190476190476	NA	NA	NA
"hg74"	"L2"	15	4	TRUE	14	21	0.666666666666667	NA	NA	NA
"hg74"	"L2"	15	5	FALSE	7	21	0.333333333333333	NA	NA	NA
"hg74"	"L2"	16	1	FALSE	2	22	0.090909090909091	NA	NA	NA
"hg74"	"L2"	16	2	TRUE	17	22	0.772727272727273	NA	NA	NA
"hg74"	"L2"	16	3	TRUE	15	22	0.681818181818182	NA	NA	NA
"hg74"	"L2"	16	4	TRUE	17	22	0.772727272727273	NA	NA	NA
"hg74"	"L2"	16	5	TRUE	18	22	0.818181818181818	NA	NA	NA
"hg74"	"L2"	17	1	FALSE	7	22	0.318181818181818	NA	NA	NA
"hg74"	"L2"	18	1	FALSE	10	22	0.454545454545455	NA	NA	NA
"hg74"	"L2"	18	2	FALSE	9	22	0.409090909090909	NA	NA	NA
"hg74"	"L2"	19	1	TRUE	16	21	0.761904761904762	NA	NA	NA
"hg74"	"L2"	19	2	FALSE	13	22	0.590909090909091	NA	NA	NA
"hg74"	"L2"	19	3	TRUE	11	21	0.523809523809524	NA	NA	NA
"hg74"	"L2"	19	4	FALSE	10	22	0.454545454545455	NA	NA	NA
"hg74"	"L2"	20	1	FALSE	6	22	0.272727272727273	NA	NA	NA
"hg74"	"L2"	20	2	FALSE	8	22	0.363636363636364	NA	NA	NA
"hg74"	"L2"	21	1	FALSE	6	22	0.272727272727273	NA	NA	NA
"hg74"	"L2"	21	2	TRUE	16	22	0.727272727272727	NA	NA	NA
"hg74"	"L2"	21	3	TRUE	16	22	0.727272727272727	NA	NA	NA
"hg74"	"L2"	21	4	FALSE	8	22	0.363636363636364	NA	NA	NA
"hg74"	"L2"	21	5	FALSE	12	22	0.545454545454545	NA	NA	NA
"hg74"	"L2"	22	1	TRUE	17	22	0.772727272727273	NA	NA	NA
"hg74"	"L2"	22	2	FALSE	4	22	0.181818181818182	NA	NA	NA
"hg74"	"L2"	22	3	FALSE	10	22	0.454545454545455	NA	NA	NA
"hg74"	"L2"	22	4	TRUE	18	22	0.818181818181818	NA	NA	NA
"hg74"	"L2"	22	5	TRUE	18	22	0.818181818181818	NA	NA	NA
"hg74"	"L2"	23	1	FALSE	8	22	0.363636363636364	NA	NA	NA
"hg74"	"L2"	23	2	FALSE	5	22	0.227272727272727	NA	NA	NA
"hg74"	"L2"	24	1	TRUE	18	21	0.857142857142857	NA	NA	NA
"hg74"	"L2"	24	2	FALSE	11	21	0.523809523809524	NA	NA	NA
"hg74"	"L2"	24	3	FALSE	4	22	0.181818181818182	NA	NA	NA
"hg74"	"L2"	24	4	TRUE	19	22	0.863636363636364	NA	NA	NA
"hg74"	"L2"	25	1	TRUE	14	22	0.636363636363636	NA	NA	NA
"hg74"	"L2"	25	2	TRUE	15	22	0.681818181818182	NA	NA	NA
"hg74"	"L2"	25	3	FALSE	5	22	0.227272727272727	NA	NA	NA
"hg74"	"L2"	25	4	FALSE	12	22	0.545454545454545	NA	NA	NA
"hg74"	"L2"	25	5	FALSE	2	22	0.090909090909091	NA	NA	NA
"hg75"	"L2"	1	1	FALSE	15	26	0.576923076923077	NA	NA	NA
"hg75"	"L2"	1	2	FALSE	2	26	0.0769230769230769	NA	NA	NA
"hg75"	"L2"	2	1	FALSE	10	26	0.384615384615385	NA	NA	NA
"hg75"	"L2"	2	2	FALSE	7	26	0.269230769230769	NA	NA	NA
"hg75"	"L2"	3	1	TRUE	17	26	0.653846153846154	NA	NA	NA
"hg75"	"L2"	3	2	FALSE	11	26	0.423076923076923	NA	NA	NA
"hg75"	"L2"	3	3	FALSE	4	26	0.153846153846154	NA	NA	NA
"hg75"	"L2"	3	4	FALSE	4	26	0.153846153846154	NA	NA	NA
"hg75"	"L2"	4	1	TRUE	2	26	0.0769230769230769	NA	NA	NA
"hg75"	"L2"	4	2	TRUE	15	26	0.576923076923077	NA	NA	NA
"hg75"	"L2"	4	3	TRUE	2	26	0.0769230769230769	NA	NA	NA
"hg75"	"L2"	4	4	FALSE	15	26	0.576923076923077	NA	NA	NA
"hg75"	"L2"	4	5	TRUE	5	26	0.192307692307692	NA	NA	NA
"hg75"	"L2"	5	1	TRUE	15	26	0.576923076923077	NA	NA	NA
"hg75"	"L2"	5	2	TRUE	17	26	0.653846153846154	NA	NA	NA
"hg75"	"L2"	5	3	FALSE	18	26	0.692307692307692	NA	NA	NA
"hg75"	"L2"	6	1	FALSE	3	26	0.115384615384615	NA	NA	NA
"hg75"	"L2"	6	2	FALSE	6	26	0.230769230769231	NA	NA	NA
"hg75"	"L2"	6	3	FALSE	8	26	0.307692307692308	NA	NA	NA
"hg75"	"L2"	7	1	TRUE	8	26	0.307692307692308	NA	NA	NA
"hg75"	"L2"	7	2	TRUE	10	26	0.384615384615385	NA	NA	NA
"hg75"	"L2"	7	3	TRUE	11	26	0.423076923076923	NA	NA	NA
"hg75"	"L2"	7	4	TRUE	9	26	0.346153846153846	NA	NA	NA
"hg75"	"L2"	8	1	FALSE	19	26	0.730769230769231	NA	NA	NA
"hg75"	"L2"	8	2	FALSE	19	26	0.730769230769231	NA	NA	NA
"hg75"	"L2"	9	1	FALSE	7	26	0.269230769230769	NA	NA	NA
"hg75"	"L2"	9	2	FALSE	10	26	0.384615384615385	NA	NA	NA
"hg75"	"L2"	10	1	FALSE	6	25	0.24	NA	NA	NA
"hg75"	"L2"	11	1	FALSE	4	25	0.16	NA	NA	NA
"hg75"	"L2"	11	2	FALSE	6	25	0.24	NA	NA	NA
"hg75"	"L2"	12	1	TRUE	12	25	0.48	NA	NA	NA
"hg75"	"L2"	12	2	TRUE	18	25	0.72	NA	NA	NA
"hg75"	"L2"	12	3	TRUE	9	25	0.36	NA	NA	NA
"hg75"	"L2"	12	4	TRUE	13	25	0.52	NA	NA	NA
"hg75"	"L2"	12	5	TRUE	13	25	0.52	NA	NA	NA
"hg75"	"L2"	13	1	FALSE	3	25	0.12	NA	NA	NA
"hg75"	"L2"	14	1	FALSE	4	25	0.16	NA	NA	NA
"hg75"	"L2"	14	2	FALSE	9	24	0.375	NA	NA	NA
"hg75"	"L2"	15	1	TRUE	16	25	0.64	NA	NA	NA
"hg75"	"L2"	15	2	FALSE	10	25	0.4	NA	NA	NA
"hg75"	"L2"	15	3	TRUE	16	25	0.64	NA	NA	NA
"hg75"	"L2"	15	4	TRUE	18	25	0.72	NA	NA	NA
"hg75"	"L2"	15	5	TRUE	17	25	0.68	NA	NA	NA
"hg75"	"L2"	16	1	FALSE	10	25	0.4	NA	NA	NA
"hg75"	"L2"	17	1	FALSE	16	24	0.666666666666667	NA	NA	NA
"hg75"	"L2"	17	2	FALSE	18	25	0.72	NA	NA	NA
"hg75"	"L2"	18	1	FALSE	4	25	0.16	NA	NA	NA
"hg75"	"L2"	18	2	FALSE	4	25	0.16	NA	NA	NA
"hg75"	"L2"	18	3	FALSE	5	25	0.2	NA	NA	NA
"hg75"	"L2"	19	1	TRUE	18	25	0.72	NA	NA	NA
"hg75"	"L2"	19	2	FALSE	11	25	0.44	NA	NA	NA
"hg75"	"L2"	19	3	TRUE	15	25	0.6	NA	NA	NA
"hg75"	"L2"	19	4	TRUE	15	25	0.6	NA	NA	NA
"hg75"	"L2"	19	5	FALSE	21	25	0.84	NA	NA	NA
"hg75"	"L2"	20	1	TRUE	18	25	0.72	NA	NA	NA
"hg75"	"L2"	20	2	FALSE	17	25	0.68	NA	NA	NA
"hg75"	"L2"	20	3	TRUE	13	25	0.52	NA	NA	NA
"hg75"	"L2"	20	4	TRUE	18	25	0.72	NA	NA	NA
"hg75"	"L2"	20	5	TRUE	17	25	0.68	NA	NA	NA
"hg75"	"L2"	21	1	FALSE	16	25	0.64	NA	NA	NA
"hg75"	"L2"	21	2	FALSE	8	25	0.32	NA	NA	NA
"hg75"	"L2"	21	3	TRUE	20	25	0.8	NA	NA	NA
"hg75"	"L2"	21	4	TRUE	16	25	0.64	NA	NA	NA
"hg75"	"L2"	21	5	TRUE	16	25	0.64	NA	NA	NA
"hg75"	"L2"	22	1	FALSE	3	25	0.12	NA	NA	NA
"hg75"	"L2"	22	2	FALSE	6	25	0.24	NA	NA	NA
"hg75"	"L2"	23	1	TRUE	20	25	0.8	NA	NA	NA
"hg75"	"L2"	23	2	FALSE	4	25	0.16	NA	NA	NA
